subject_name,course_name,language,absolute_course_url
Mathematics Courses,"Linear Algebra, Part 1",English,https://www.classcentral.com/course/edx-linear-algebra-part-1-16917
Business Courses,Customer Segmentation and Prospecting,English,https://www.classcentral.com/course/customer-segmentation-prospecting-11793
Business Courses,Connecting with Sales Prospects,English,https://www.classcentral.com/course/connecting-with-sales-prospects-11794
Business Courses,Sales Pitch and Closing,English,https://www.classcentral.com/course/sales-pitch-closing-11795
Business Courses,Building a Toolkit for Your Sales Process,English,https://www.classcentral.com/course/toolkit-sales-process-11796
Business Courses,Digital Media Analytics: Introduction,English,https://www.classcentral.com/course/social-digital-media-analytics-11890
Data Science Courses,Processing Big Data with Hadoop in Azure HDInsight,English,https://www.classcentral.com/course/edx-processing-big-data-with-hadoop-in-azure-hdinsight-3917
Data Science Courses,Implementing Real-Time Analytics with Hadoop in Azure HDInsight,English,https://www.classcentral.com/course/edx-implementing-real-time-analytics-with-hadoop-in-azure-hdinsight-4152
Data Science Courses,Processing Real-Time Data Streams in Azure,English,https://www.classcentral.com/course/edx-processing-real-time-data-streams-in-azure-7810
Data Science Courses,Orchestrating Big Data with Azure Data Factory,English,https://www.classcentral.com/course/edx-orchestrating-big-data-with-azure-data-factory-7812
Personal Development Courses,Net That Job: How to Write a CV Online,English,https://www.classcentral.com/course/futurelearn-net-that-job-how-to-write-a-cv-online-5348
Personal Development Courses,Navigating Your Professional Future,English,https://www.classcentral.com/course/canvas-network-navigating-your-professional-future-3858
Personal Development Courses,Numeracy Skills for Employability and the Workplace,English,https://www.classcentral.com/course/futurelearn-numeracy-skills-for-employability-and-the-workplace-3413
Computer Science Courses,Launching into Machine Learning,English,https://www.classcentral.com/course/launching-machine-learning-10621
Computer Science Courses,Building Conversational Experiences with Dialogflow,English,https://www.classcentral.com/course/conversational-experiences-dialogflow-12529
Computer Science Courses,Introduction and Programming with IoT Boards,English,https://www.classcentral.com/course/introduction-iot-boards-12535
Computer Science Courses,"Python Project: pillow, tesseract, and opencv",English,https://www.classcentral.com/course/python-project-12554
Humanities Courses,"Gender, Family, and Social Change in Contemporary South Korea",English,https://www.classcentral.com/course/social-change-korea-8299
Humanities Courses,Business English: Meetings,English,https://www.classcentral.com/course/business-english-meetings-5442
Humanities Courses,Think Again II: How to Reason Deductively,English,https://www.classcentral.com/course/deductive-reasoning-6616
Humanities Courses,Think Again III: How to Reason Inductively,English,https://www.classcentral.com/course/inductive-reasoning-6618
Science Courses,Electrodynamics: In-depth Solutions for Maxwell’s Equations,English,https://www.classcentral.com/course/electrodynamics-solutions-maxwells-equat-13657
Science Courses,Bugs 101: Insect-Human Interactions,English,https://www.classcentral.com/course/bugs-101-13851
Science Courses,Philosophy of Science for Engineers and Scientists,English,https://www.classcentral.com/course/edx-philosophy-of-science-for-engineers-and-scientists-12568
Science Courses,Introduction to Thermodynamics: Transferring Energy from Here to There,English,https://www.classcentral.com/course/introthermodynamics-815
Engineering Courses,Geomorphology,English,https://www.classcentral.com/course/swayam-geomorphology-17628
Mathematics Courses,"A-level Mathematics for Year 13 - Course 1: Functions, Sequences and Series, and Numerical Methods",English,https://www.classcentral.com/course/edx-a-level-mathematics-for-year-13-course-1-functions-sequences-and-series-and-numerical-methods-16969
Mathematics Courses,Decision Making Under Uncertainty: Introduction to Structured Expert Judgment,English,https://www.classcentral.com/course/edx-decision-making-under-uncertainty-introduction-to-structured-expert-judgment-13765
Mathematics Courses,Introduction to Statistics for Data Science,English,https://www.classcentral.com/course/opensap-introduction-to-statistics-for-data-science-17229
Mathematics Courses,Statistics for Business - II,English,https://www.classcentral.com/course/edx-statistics-for-business-ii-3638
Mathematics Courses,Critical Thinking,English,https://www.classcentral.com/course/swayam-critical-thinking-13974
Business Courses,Customer Insights: New Product Development Orientation,English,https://www.classcentral.com/course/customer-insights-orientation-10374
Business Courses,Sustainable Tourism – promoting environmental public health,English,https://www.classcentral.com/course/sustainable-tourism-10334
Business Courses,Operations Management,English,https://www.classcentral.com/course/swayam-operations-management-10058
Business Courses,Business analytics and data mining Modeling using R,English,https://www.classcentral.com/course/swayam-business-analytics-and-data-mining-modeling-using-r-10073
Business Courses,Safety in the Utility Industry ,English,https://www.classcentral.com/course/safety-utility-industry-12051
Data Science Courses,Analyzing Big Data with Microsoft R,English,https://www.classcentral.com/course/edx-analyzing-big-data-with-microsoft-r-7822
Data Science Courses,Essential Math for Data Analysis using Excel Online,English,https://www.classcentral.com/course/edx-essential-math-for-data-analysis-using-excel-online-12164
Data Science Courses,Data Analysis: A Practical Introduction for Absolute Beginners,English,https://www.classcentral.com/course/edx-data-analysis-a-practical-introduction-for-absolute-beginners-12635
Personal Development Courses,Data Journalism Fundamentals,English,https://www.classcentral.com/course/independent-data-journalism-fundamentals-6141
Personal Development Courses,Becoming a Digital Citizen: an Introduction to the Digital Society,English,https://www.classcentral.com/course/digital-society-7434
Personal Development Courses,Prepare for Career Success at University,English,https://www.classcentral.com/course/career-success-6271
Personal Development Courses,Data Tells a Story: Reading Data in the Social Sciences and Humanities,English,https://www.classcentral.com/course/futurelearn-data-tells-a-story-reading-data-in-the-social-sciences-and-humanities-6504
Computer Science Courses,Solving Algorithms for Discrete Optimization,English,https://www.classcentral.com/course/solving-algorithms-discrete-optimization-11219
Computer Science Courses,Art and Science of Machine Learning,English,https://www.classcentral.com/course/art-science-ml-11073
Computer Science Courses,The Introduction to Quantum Computing,English,https://www.classcentral.com/course/quantum-computing-algorithms-12776
Computer Science Courses,The Social and Technical Context of Health Informatics,English,https://www.classcentral.com/course/the-socio-technical-health-informatics-c-12789
Humanities Courses,Think Again I: How to Understand Arguments,English,https://www.classcentral.com/course/understanding-arguments-6620
Humanities Courses,Think Again IV: How to Avoid Fallacies,English,https://www.classcentral.com/course/logical-fallacies-6621
Humanities Courses,Business Case Analysis,English,https://www.classcentral.com/course/business-case-analysis-5616
Humanities Courses,The Worldview of Thomas Berry:  The Flourishing of the Earth Community,English,https://www.classcentral.com/course/thomas-berry-6946
Humanities Courses,Journey of the Universe: The Unfolding of Life,English,https://www.classcentral.com/course/journey-unfolding-life-6947
Science Courses,Genetics and Society: A Course for Educators,English,https://www.classcentral.com/course/amnhgenetics-861
Science Courses,Evolution: A Course for Educators,English,https://www.classcentral.com/course/amnhevolution-862
Science Courses,The Dynamic Earth: A Course for Educators,English,https://www.classcentral.com/course/amnhearth-863
Science Courses,Planet Earth...and You!,English,https://www.classcentral.com/course/earth-435
Engineering Courses,Geotechnical Engineering- 1,English,https://www.classcentral.com/course/swayam-geotechnical-engineering-1-17629
Engineering Courses,High Power Multilevel Converters- Analysis design and operational issues,English,https://www.classcentral.com/course/swayam-high-power-multilevel-converters-analysis-design-and-operational-issues-17631
Engineering Courses,Higher Surveying,English,https://www.classcentral.com/course/swayam-higher-surveying-17632
Engineering Courses,Remote Sensing Essentials,English,https://www.classcentral.com/course/swayam-remote-sensing-essentials-17758
Mathematics Courses,Introductory Statistics : Sample Survey and Instruments for Statistical Inference,English,https://www.classcentral.com/course/edx-introductory-statistics-sample-survey-and-instruments-for-statistical-inference-12755
Mathematics Courses,Introductory Statistics : Analyzing Data Using Graphs and Statistics,English,https://www.classcentral.com/course/edx-introductory-statistics-analyzing-data-using-graphs-and-statistics-10114
Mathematics Courses,Introductory Statistics : Basic Ideas and Instruments for Statistical Inference,English,https://www.classcentral.com/course/edx-introductory-statistics-basic-ideas-and-instruments-for-statistical-inference-10115
Mathematics Courses,Essential Math for Machine Learning: Python Edition,English,https://www.classcentral.com/course/edx-essential-math-for-machine-learning-python-edition-9928
Business Courses,Corporate Strategy ,English,https://www.classcentral.com/course/corporatestrategy-9859
Business Courses,Management of New Products and Services,English,https://www.classcentral.com/course/swayam-management-of-new-products-and-services-10035
Business Courses,Business Analytics for Management Decision,English,https://www.classcentral.com/course/swayam-business-analytics-for-management-decision-10050
Business Courses,Finance for Startups,English,https://www.classcentral.com/course/finance-for-startups-11501
Data Science Courses,Applied Data Analysis: Working in Organizations and Industries,English,https://www.classcentral.com/course/edx-applied-data-analysis-working-in-organizations-and-industries-12636
Data Science Courses,Data Visualization: A Practical Approach for Absolute Beginners,English,https://www.classcentral.com/course/edx-data-visualization-a-practical-approach-for-absolute-beginners-11348
Data Science Courses,Spark,English,https://www.classcentral.com/course/udacity-spark-16973
Personal Development Courses,Persuasive Communication: What Makes Messages Persuasive?,English,https://www.classcentral.com/course/persuasive-communication-8116
Personal Development Courses,The Dynamics of Group Communication,English,https://www.classcentral.com/course/dynamics-group-communication-8908
Personal Development Courses,Leveraging the Power of Professional Communities,English,https://www.classcentral.com/course/leveraging-the-power-of-professional-com-9140
Computer Science Courses,Culminating Project in Health Informatics,English,https://www.classcentral.com/course/culminating-project-course-in-health-inf-12854
Computer Science Courses,Leading Change in Health Informatics,English,https://www.classcentral.com/course/leading-change-health-informatics-12858
Computer Science Courses,Machine Learning with Python,English,https://www.classcentral.com/course/machine-learning-with-python-11714
Computer Science Courses,End-to-End Machine Learning with TensorFlow on GCP,English,https://www.classcentral.com/course/end-to-end-ml-tensorflow-gcp-11785
Humanities Courses,The History of Modern Israel -  Part II: Challenges of Israel as a sovereign state,English,https://www.classcentral.com/course/history-israel-sovereign-state-6969
Humanities Courses,The Changing Landscape of Ancient Rome. Archaeology and History of the Palatine Hill,English,https://www.classcentral.com/course/palatine-carafa-8624
Humanities Courses,Ethical Leadership Through Giving Voice to Values,English,https://www.classcentral.com/course/uva-darden-giving-voice-to-values-9352
Humanities Courses,Re-imaging God in Korean Context,English,https://www.classcentral.com/course/god-korean-context-9388
Science Courses,Experimental Methods in Systems Biology,English,https://www.classcentral.com/course/expmethods-1710
Science Courses,Chemistry,English,https://www.classcentral.com/course/chemistry1-2944
Science Courses,"Global Postharvest Loss Prevention: Fundamentals, Technologies, and Actors",English,https://www.classcentral.com/course/postharvestloss-2990
Science Courses,Bioinformatic Methods I,English,https://www.classcentral.com/course/bioinfomethods1-1368
Science Courses,Electric Industry Operations and Markets,English,https://www.classcentral.com/course/electricity-1373
Programming Courses,Multiplatform Mobile App Development with NativeScript,English,https://www.classcentral.com/course/nativescript-8684
Engineering Courses,Robotics and Control: Theory and Practice,English,https://www.classcentral.com/course/swayam-robotics-and-control-theory-and-practice-17763
Engineering Courses,Rocket Propulsion,English,https://www.classcentral.com/course/swayam-rocket-propulsion-17764
Engineering Courses,Introduction to Civil Engineering Profession,English,https://www.classcentral.com/course/swayam-introduction-to-civil-engineering-profession-17658
Engineering Courses,Introduction to System Dynamics Modeling,English,https://www.classcentral.com/course/swayam-introduction-to-system-dynamics-modeling-17668
Engineering Courses,Linear Dynamical Systems,English,https://www.classcentral.com/course/swayam-linear-dynamical-systems-17674
Engineering Courses,Machining Science,English,https://www.classcentral.com/course/swayam-machining-science-17677
Mathematics Courses,Essential Math for Machine Learning: R Edition,English,https://www.classcentral.com/course/edx-essential-math-for-machine-learning-r-edition-11605
Mathematics Courses,Calculus 1C: Coordinate Systems & Infinite Series,English,https://www.classcentral.com/course/edx-calculus-1c-coordinate-systems-infinite-series-2649
Mathematics Courses,Differential Equations: Linear Algebra and NxN Systems of Differential Equations,English,https://www.classcentral.com/course/edx-differential-equations-linear-algebra-and-nxn-systems-of-differential-equations-10024
Mathematics Courses,Methods and Statistics in Social Science - Final Research Project,English,https://www.classcentral.com/course/social-science-capstone-5121
Business Courses,Future Development in Supply Chain Finance and Blockchain Technology,English,https://www.classcentral.com/course/future-developments-supply-chain-finance-13265
Business Courses,Supply Chain Finance Market and Fintech Ecosystem,English,https://www.classcentral.com/course/supply-chain-finance-market-fintech-ecos-13266
Business Courses,Key Success Factors in Supply Chain Finance,English,https://www.classcentral.com/course/key-success-factors-supply-chain-finance-13267
Business Courses,Introduction to Supply Chain Finance & Blockchain Technology,English,https://www.classcentral.com/course/introduction-supply-chain-finance-blockc-13268
Personal Development Courses,How to Succeed in the Global Workplace,English,https://www.classcentral.com/course/global-workplace-6727
Personal Development Courses,Transmedia Storytelling,English,https://www.classcentral.com/course/transmedia-storytelling-4844
Personal Development Courses,Listening and Presenting: Learning English for Academic Purposes,English,https://www.classcentral.com/course/futurelearn-listening-and-presenting-learning-english-for-academic-purposes-9698
Computer Science Courses,Internet of Things V2: DragonBoard™ bring up and community ecosystem,English,https://www.classcentral.com/course/internet-of-things-dragonboard-version2-10379
Computer Science Courses,Internet of Things Capstone V2: Build a Mobile Surveillance System,English,https://www.classcentral.com/course/internet-of-things-capstone-version2-10380
Computer Science Courses,Reliable Cloud Infrastructure: Design and Process,English,https://www.classcentral.com/course/cloud-infrastructure-design-process-9891
Computer Science Courses,"Pointers, Arrays, and Recursion",English,https://www.classcentral.com/course/pointers-arrays-recursion-10326
Humanities Courses,Burgos: Deciphering Secrets of Medieval Spain,English,https://www.classcentral.com/course/burgos-deciphering-secrets-medieval-spai-10615
Humanities Courses,Structuring Values in Modern China,English,https://www.classcentral.com/course/structuring-values-modern-china-12712
Humanities Courses,"Religion and Thought in Modern China: the Song, Jin, and Yuan",English,https://www.classcentral.com/course/religion-thought-modern-china-12713
Humanities Courses,Irish 105: An Introduction to Irish Language and Culture,English,https://www.classcentral.com/course/irish-language-5-11846
Science Courses,Imagining Other Earths,English,https://www.classcentral.com/course/otherearths-1271
Science Courses,The Changing Arctic,English,https://www.classcentral.com/course/the-changing-arctic-4450
Science Courses,A Brief History of Human Spaceflight,English,https://www.classcentral.com/course/human-spaceflight-4535
Science Courses,Transmission electron microscopy for materials science,English,https://www.classcentral.com/course/m-scopy-1-4752
Programming Courses,Programming Fundamentals,English,https://www.classcentral.com/course/programming-fundamentals-9574
Programming Courses,Python Programming Essentials,English,https://www.classcentral.com/course/python-programming-9549
Programming Courses,Python Data Representations,English,https://www.classcentral.com/course/python-representation-9550
Programming Courses,Web Design: Strategy and Information Architecture,English,https://www.classcentral.com/course/web-design-strategy-12097
Engineering Courses,Maintenance and Repair of Concrete Structures,English,https://www.classcentral.com/course/swayam-maintenance-and-repair-of-concrete-structures-17678
Engineering Courses,"Solar Photovoltaics: Principles, Technologies and Materials",English,https://www.classcentral.com/course/swayam-solar-photovoltaics-principles-technologies-and-materials-17793
Engineering Courses,Manufacturing Process Technology I and II,English,https://www.classcentral.com/course/swayam-manufacturing-process-technology-i-and-ii-17683
Engineering Courses,Mechanics of Machining,English,https://www.classcentral.com/course/swayam-mechanics-of-machining-17691
Mathematics Courses,Engineering Calculus and Differential Equations,English,https://www.classcentral.com/course/edx-engineering-calculus-and-differential-equations-12335
Mathematics Courses,Differential Equations: Fourier Series and Partial Differential Equations,English,https://www.classcentral.com/course/edx-differential-equations-fourier-series-and-partial-differential-equations-11763
Mathematics Courses,Fundamentals of Statistics,English,https://www.classcentral.com/course/edx-fundamentals-of-statistics-11482
Business Courses,Global sustainability and corporate social responsibility: Be sustainable,English,https://www.classcentral.com/course/global-sustainability-be-sustainable-13288
Business Courses,"Project Management Principles, Practices and Systems",English,https://www.classcentral.com/course/project-management-principles-practices-systems-13132
Business Courses,Financial Mathematics,English,https://www.classcentral.com/course/swayam-financial-mathematics-13024
Personal Development Courses,Enhancing Soft Skills & Personality,English,https://www.classcentral.com/course/swayam-enhancing-soft-skills-personality-7893
Personal Development Courses,Digital and the Everyday: from codes to cloud,English,https://www.classcentral.com/course/swayam-digital-and-the-everyday-from-codes-to-cloud-9862
Personal Development Courses,An Introduction to Conflict Resolution,English,https://www.classcentral.com/course/open-education-by-blackboard-an-introduction-to-conflict-resolution-10211
Personal Development Courses,How to Read Your Boss,English,https://www.classcentral.com/course/how-to-read-your-boss-1951
Computer Science Courses,Industrial IoT Markets and Security,English,https://www.classcentral.com/course/industrial-iot-markets-security-12056
Computer Science Courses,Production Machine Learning Systems,English,https://www.classcentral.com/course/gcp-production-ml-systems-11978
Computer Science Courses,Cryptography and Network Security,English,https://www.classcentral.com/course/swayam-cryptography-and-network-security-9896
Humanities Courses,Relativism,English,https://www.classcentral.com/course/relativism-13660
Humanities Courses,Professional Responsibility and Ethics for Accountants,English,https://www.classcentral.com/course/ethics-13716
Humanities Courses,Academic and Business Writing,English,https://www.classcentral.com/course/edx-academic-and-business-writing-1561
Humanities Courses,Requirements Writing,English,https://www.classcentral.com/course/requirements-writing-9665
Science Courses,Getting started in cryo-EM,English,https://www.classcentral.com/course/coursera-getting-started-in-cryo-em-3544
Science Courses,Introduction to the Arctic: Climate,English,https://www.classcentral.com/course/arctic-introduction-climate-5036
Science Courses,The Truth About Cats and Dogs,English,https://www.classcentral.com/course/cats-and-dogs-8318
Programming Courses,Defensive Programming and Debugging,English,https://www.classcentral.com/course/defensive-programming-and-debugging-12107
Programming Courses,Handheld AR App Development with Unity,English,https://www.classcentral.com/course/handheld-ar-12193
Programming Courses,Requirements Specifications: Goals and Conflict Analysis,English,https://www.classcentral.com/course/requirements-specification-goals-9807
Programming Courses,SRS Documents: Requirements and Diagrammatic Notations,English,https://www.classcentral.com/course/srs-documents-requirements-9808
Engineering Courses,Membrane Technology,English,https://www.classcentral.com/course/swayam-membrane-technology-17692
Engineering Courses,Microprocessors and Interfacing,English,https://www.classcentral.com/course/swayam-microprocessors-and-interfacing-17694
Engineering Courses,Modeling of tundish steelmaking process in continuous casting,English,https://www.classcentral.com/course/swayam-modeling-of-tundish-steelmaking-process-in-continuous-casting-17696
Engineering Courses,NBA Accreditation and Teaching-Learning in Engineering (NATE),English,https://www.classcentral.com/course/swayam-nba-accreditation-and-teaching-learning-in-engineering-nate-17702
Mathematics Courses,Transfer Functions and the Laplace Transform,English,https://www.classcentral.com/course/edx-transfer-functions-and-the-laplace-transform-8507
Mathematics Courses,Introduction to Linear Models and Matrix Algebra,English,https://www.classcentral.com/course/edx-introduction-to-linear-models-and-matrix-algebra-2963
Mathematics Courses,"Maths Puzzles: Cryptarithms, Symbologies and Secret Codes",English,https://www.classcentral.com/course/maths-puzzles-5741
Personal Development Courses,Learning in the Network Age,English,https://www.classcentral.com/course/learning-network-age-8266
Personal Development Courses,Digital Discovery 1: Build Your Confidence Online,English,https://www.classcentral.com/course/digital-discovery-confidence-online-11202
Personal Development Courses,Digital Discovery 2: Expand Your World Online,English,https://www.classcentral.com/course/digital-discovery-online-world-11216
Personal Development Courses,Career Credentials: Evidence Your Expertise in Teamwork,English,https://www.classcentral.com/course/career-credentials-teamwork-11299
Computer Science Courses,Enterprise and Infrastructure Security,English,https://www.classcentral.com/course/enterprise-infrastructure-security-9861
Computer Science Courses,Introduction to Soft Computing,English,https://www.classcentral.com/course/swayam-introduction-to-soft-computing-10053
Computer Science Courses,Problem Solving through Programming in C,English,https://www.classcentral.com/course/swayam-problem-solving-through-programming-in-c-10090
Humanities Courses,Classics of Chinese Humanities: Guided Readings,English,https://www.classcentral.com/course/classics-chinese-humanities-653
Humanities Courses,Lesson Planning with the ELL in Mind,English,https://www.classcentral.com/course/ell-lesson-4627
Humanities Courses,The History of Modern Israel – Part I: From an Idea to a State,English,https://www.classcentral.com/course/history-israel-4791
Science Courses,Music as Biology: What We Like to Hear and Why,English,https://www.classcentral.com/course/music-as-biology-5439
Science Courses,Classical papers in molecular genetics,English,https://www.classcentral.com/course/papers-molecular-genetics-5872
Programming Courses,Requirements Gathering for Secure Software Development,English,https://www.classcentral.com/course/requirements-gathering-secure-9809
Programming Courses,Software Requirements Prioritization: Risk Analysis,English,https://www.classcentral.com/course/software-requirements-prioritization-9810
Programming Courses,Requirements Elicitation: Artifact and Stakeholder Analysis,English,https://www.classcentral.com/course/requirements-elicitation-9811
Programming Courses,"App Deployment, Debugging, and Performance",English,https://www.classcentral.com/course/app-deployment-debugging-performance-9812
Engineering Courses,Network Analysis,English,https://www.classcentral.com/course/swayam-network-analysis-17705
Engineering Courses,"Non Traditional Abrasive Machining ProcessesUltrasonic, Abrasive Jet and Abrasive Water Jet Machining",English,https://www.classcentral.com/course/swayam-non-traditional-abrasive-machining-processesultrasonic-abrasive-jet-and-abrasive-water-jet-machining-17706
Engineering Courses,Nonlinear Adaptive Control,English,https://www.classcentral.com/course/swayam-nonlinear-adaptive-control-17707
Engineering Courses,Nonlinear System Analysis,English,https://www.classcentral.com/course/swayam-nonlinear-system-analysis-17708
Mathematics Courses,Advanced Linear Algebra: Foundations to Frontiers,English,https://www.classcentral.com/course/edx-advanced-linear-algebra-foundations-to-frontiers-17390
Mathematics Courses,Statistics for Business Economics,English,https://www.classcentral.com/course/swayam-statistics-for-business-economics-17814
Mathematics Courses,Mathematics for Machine Learning: Linear Algebra,English,https://www.classcentral.com/course/linear-algebra-machine-learning-10453
Mathematics Courses,MTH 309 Introduction to Linear Algebra,English,https://www.classcentral.com/course/independent-mth-309-introduction-to-linear-algebra-14417
Personal Development Courses,Career Credentials: Evidence Your Expertise in Communication,English,https://www.classcentral.com/course/career-credentials-communication-10757
Personal Development Courses,Career Credentials: Evidence Your Expertise in Problem Solving,English,https://www.classcentral.com/course/career-credentials-problem-solving-11722
Personal Development Courses,English at Work: Job Interviews,English,https://www.classcentral.com/course/edx-english-at-work-job-interviews-3876
Computer Science Courses,Introduction to Internet of Things,English,https://www.classcentral.com/course/swayam-introduction-to-internet-of-things-10093
Computer Science Courses,Security and Privacy in TOR Network,English,https://www.classcentral.com/course/security-and-privacy-in-tor-network-12878
Computer Science Courses,Information Security - 5 - Secure Systems Engineering,English,https://www.classcentral.com/course/swayam-information-security-5-secure-systems-engineering-12940
Computer Science Courses,A Complete Reinforcement Learning System (Capstone),English,https://www.classcentral.com/course/complete-reinforcement-learning-system-14498
Humanities Courses,Introduction to Ancient Egypt and Its Civilization,English,https://www.classcentral.com/course/introancientegypt-7326
Humanities Courses,"Spanish Vocabulary: Sports, Travel, and the Home",English,https://www.classcentral.com/course/spanish-vocabulary-sports-travel-home-8082
Humanities Courses,From World War to White Heat: the RAF in the Cold War,English,https://www.classcentral.com/course/raf-cold-war-5196
Humanities Courses,English for Effective Business Speaking,English,https://www.classcentral.com/course/english-for-business-speaking-5453
Programming Courses,MongoDB Aggregation Framework,English,https://www.classcentral.com/course/mongodb-aggregation-framework-10368
Programming Courses,Scratch to Python: Moving from Block- to Text-based Programming,English,https://www.classcentral.com/course/block-to-text-based-programming-10565
Programming Courses,Creating Cutscenes in Unity,English,https://www.classcentral.com/course/creating-cutscenes-unity-12378
Engineering Courses,Manufacturing Competitiveness,English,https://www.classcentral.com/course/swayam-manufacturing-competitiveness-14181
Engineering Courses,Information Theory,English,https://www.classcentral.com/course/informationtheory-316
Engineering Courses,Municipal Solid Waste Management in Developing Countries,English,https://www.classcentral.com/course/mswm-4080
Mathematics Courses,Statistical Inference and Modeling for High-throughput Experiments,English,https://www.classcentral.com/course/edx-statistical-inference-and-modeling-for-high-throughput-experiments-2967
Mathematics Courses,Sr.Secondary : Mathematics (311),English,https://www.classcentral.com/course/swayam-sr-secondary-mathematics-311-17808
Mathematics Courses,Secondary : Mathematics (211),English,https://www.classcentral.com/course/swayam-secondary-mathematics-211-17774
Mathematics Courses,Mathematics XI Part-I,English,https://www.classcentral.com/course/swayam-mathematics-xi-part-i-17687
Personal Development Courses,English at Work: Job Applications,English,https://www.classcentral.com/course/edx-english-at-work-job-applications-3922
Personal Development Courses,World of Spies: Keeping Secrets,English,https://www.classcentral.com/course/world-of-spies-keeping-secrets-8752
Personal Development Courses,Career Credentials: Evidence Your Expertise in Digital Literacy,English,https://www.classcentral.com/course/career-credentials-digital-literacy-11860
Personal Development Courses,Career Credentials: Evidence Your Self-management Skills,English,https://www.classcentral.com/course/career-credentials-self-management-12192
Computer Science Courses,Identifying Security Vulnerabilities in C/C++Programming,English,https://www.classcentral.com/course/identifying-security-vulnerabilities-c-p-14509
Computer Science Courses, G Suite Security,English,https://www.classcentral.com/course/g-suite-security-14511
Computer Science Courses,G Suite Mail Management,English,https://www.classcentral.com/course/g-suite-mail-management-14512
Humanities Courses,English for Effective  Business Writing,English,https://www.classcentral.com/course/english-for-business-writing-5459
Humanities Courses,"The Holocaust - An Introduction (I): Nazi Germany: Ideology, The Jews and the World",English,https://www.classcentral.com/course/holocaust-introduction-1-5280
Humanities Courses,Learn to Speak Korean 1,English,https://www.classcentral.com/course/learn-speak-korean1-6645
Humanities Courses,Business English for Cross-cultural Communication,English,https://www.classcentral.com/course/business-english-for-cross-cultural-comm-5618
Programming Courses,Integrating Scripts for Scene Interactions,English,https://www.classcentral.com/course/integrating-scripts-for-scene-interactio-12379
Programming Courses,"Lighting, Reflection, and Post Processing Effects",English,https://www.classcentral.com/course/lighting-reflection-post-processing-12382
Programming Courses,Asset Creation and Management,English,https://www.classcentral.com/course/asset-creation-management-12383
Programming Courses,Designing data-intensive applications,English,https://www.classcentral.com/course/data-intensive-applications-12425
Engineering Courses,Introduction to Systems Engineering,English,https://www.classcentral.com/course/introse-1381
Engineering Courses,Introduction to Electronics,English,https://www.classcentral.com/course/introtoelectronics-2466
Engineering Courses,Advanced Manufacturing Process Analysis,English,https://www.classcentral.com/course/advanced-manufacturing-process-analysis-8154
Engineering Courses,"Nanotechnology and Nanosensors, Part 2",English,https://www.classcentral.com/course/nanosensors2-5199
Mathematics Courses,Mathematics XII Part-I,English,https://www.classcentral.com/course/swayam-mathematics-xii-part-i-17688
Mathematics Courses,Probability and Statistics,English,https://www.classcentral.com/course/swayam-probability-and-statistics-5228
Mathematics Courses,Operations Research,English,https://www.classcentral.com/course/swayam-operations-research-14219
Mathematics Courses,Biostatistics and Mathematical Biology,English,https://www.classcentral.com/course/swayam-biostatistics-and-mathematical-biology-13925
Mathematics Courses,Numerical Analysis,English,https://www.classcentral.com/course/swayam-numerical-analysis-17709
Personal Development Courses,Place-Based Storytelling,English,https://www.classcentral.com/course/stanford-openedx-place-based-storytelling-12299
Personal Development Courses,Finding Common Ground Teach-Out,English,https://www.classcentral.com/course/findingcommonground-12272
Personal Development Courses,Negotiation and Conflict Resolution,English,https://www.classcentral.com/course/open2study-negotiation-and-conflict-resolution-1644
Personal Development Courses,Be Ready: Staying Safe During Disasters,English,https://www.classcentral.com/course/natural-disaster-safety-10575
Personal Development Courses,Soft Skills for Business Negotiations and Marketing Strategies,English,https://www.classcentral.com/course/swayam-soft-skills-for-business-negotiations-and-marketing-strategies-10045
Computer Science Courses,Cybersecurity Compliance Framework & System Administration,English,https://www.classcentral.com/course/cybersecurity-compliance-framework-syste-14384
Computer Science Courses,Intel® Network Academy - Network Transformation 102,English,https://www.classcentral.com/course/network-transformation-102-13264
Computer Science Courses,How Entrepreneurs in Emerging Markets can master the Blockchain Technology,English,https://www.classcentral.com/course/entrepreneurs-blockchain-technology-13078
Computer Science Courses,Compiler Design,English,https://www.classcentral.com/course/swayam-compiler-design-12926
Programming Courses,Linux Tools for Developers,English,https://www.classcentral.com/course/linux-tools-for-developers-12596
Programming Courses,Using Git for Distributed Development,English,https://www.classcentral.com/course/git-distributed-development-12597
Programming Courses,Open Source Software Development Methods,English,https://www.classcentral.com/course/open-source-software-development-methods-12599
Programming Courses,AWS Fundamentals: Going Cloud-Native,English,https://www.classcentral.com/course/aws-fundamentals-going-cloud-native-12476
Programming Courses,Performance Optimization in Unity,English,https://www.classcentral.com/course/performance-optimization-unity-11242
Engineering Courses,"Nanotechnology and Nanosensors, Part1",English,https://www.classcentral.com/course/nanosensors1-5200
Engineering Courses,Quantitative Model Checking,English,https://www.classcentral.com/course/quantitative-model-checking-7502
Engineering Courses,Cyber Security in Manufacturing  ,English,https://www.classcentral.com/course/cyber-security-manufacturing-8308
Personal Development Courses,Entrepreneurial Negotiations,English,https://www.classcentral.com/course/edx-entrepreneurial-negotiations-7148
Personal Development Courses,Managing Conflicts,English,https://www.classcentral.com/course/polimi-open-knowledge-managing-conflicts-4161
Personal Development Courses,Working in Multidisciplinary Teams,English,https://www.classcentral.com/course/polimi-open-knowledge-working-in-multidisciplinary-teams-4162
