subject_name,course_name,language,absolute_course_url
Art & Design Courses,Reinvent yourself: Unleash your creativity,English,https://www.classcentral.com/course/edx-reinvent-yourself-unleash-your-creativity-4936
Art & Design Courses,Defining the String Quartet II: Beethoven,English,https://www.classcentral.com/course/stanford-openedx-defining-the-string-quartet-ii-beethoven-13490
Art & Design Courses,Design Thinking and Challenge Management,English,https://www.classcentral.com/course/opensap-design-thinking-and-challenge-management-13707
Art & Design Courses,Modern Japanese Architecture Part 1: From Meiji Restoration to the Pacific War,English,https://www.classcentral.com/course/edx-modern-japanese-architecture-part-1-from-meiji-restoration-to-the-pacific-war-14380
Art & Design Courses,How to Create 2D Graphic Animations ,English,https://www.classcentral.com/course/kadenze-how-to-create-2d-graphic-animations-14892
Humanities Courses,American Capitalism: A History,English,https://www.classcentral.com/course/edx-american-capitalism-a-history-1562
Humanities Courses,The Ethics of Eating,English,https://www.classcentral.com/course/edx-the-ethics-of-eating-3043
Humanities Courses,Greeks at War: Homer at Troy,English,https://www.classcentral.com/course/edx-greeks-at-war-homer-at-troy-3305
Humanities Courses,Jesus in Scripture and Tradition,English,https://www.classcentral.com/course/edx-jesus-in-scripture-and-tradition-3052
Humanities Courses,Math in Sports,English,https://www.classcentral.com/course/edx-math-in-sports-3051
Humanities Courses,Book Sleuthing: The Nineteenth Century,English,https://www.classcentral.com/course/edx-book-sleuthing-the-nineteenth-century-3879
Health & Medicine Courses,Health Professional Teaching Skills – Level 2 – Strategies,English,https://www.classcentral.com/course/edx-health-professional-teaching-skills-level-2-strategies-5856
Humanities Courses,The Medieval Book of Hours: Art and Devotion in the Later Middle Ages,English,https://www.classcentral.com/course/edx-the-medieval-book-of-hours-art-and-devotion-in-the-later-middle-ages-3838
Humanities Courses,Books in the Medieval Liturgy,English,https://www.classcentral.com/course/edx-books-in-the-medieval-liturgy-3839
Humanities Courses,Seducciones de Sor Juana,English,https://www.classcentral.com/course/edx-seducciones-de-sor-juana-3957
Humanities Courses,Electronic Literature,English,https://www.classcentral.com/course/edx-electronic-literature-3605
Humanities Courses,Writing Case Studies: Science of Delivery,English,https://www.classcentral.com/course/edx-writing-case-studies-science-of-delivery-4908
Health & Medicine Courses,Pet Birds 101: Introduction to Avian Care and Medicine for the Pet Bird Enthusiast,English,https://www.classcentral.com/course/edx-pet-birds-101-introduction-to-avian-care-and-medicine-for-the-pet-bird-enthusiast-4153
Health & Medicine Courses,The Science of Global Health Implementation,English,https://www.classcentral.com/course/iversity-the-science-of-global-health-implementation-5938
Health & Medicine Courses,So you want to work in the Pharmaceutical Industry,English,https://www.classcentral.com/course/canvas-network-so-you-want-to-work-in-the-pharmaceutical-industry-833
Humanities Courses,Smithsonian’s Objects That Define America,English,https://www.classcentral.com/course/edx-smithsonian-s-objects-that-define-america-3321
Humanities Courses,Innovative Cascadia Poetry,English,https://www.classcentral.com/course/canvas-network-innovative-cascadia-poetry-5630
Humanities Courses,The American Renaissance: Classic Literature of the 19th Century,English,https://www.classcentral.com/course/edx-the-american-renaissance-classic-literature-of-the-19th-century-4916
Health & Medicine Courses,Dementia and Diversity in Primary Care: Latino Populations,English,https://www.classcentral.com/course/stanford-openedx-dementia-and-diversity-in-primary-care-latino-populations-10466
Health & Medicine Courses,Introduction To Food & Health,English,https://www.classcentral.com/course/stanford-openedx-introduction-to-food-health-10467
Health & Medicine Courses,Breast Density Notification: Educating Primary Care Providers for Better Healthcare Delivery,English,https://www.classcentral.com/course/canvas-network-breast-density-notification-educating-primary-care-providers-for-better-healthcare-delivery-3860
Health & Medicine Courses,Celebrating Food and Wellness Around the Globe (Preview Only),English,https://www.classcentral.com/course/canvas-network-celebrating-food-and-wellness-around-the-globe-preview-only-3633
Humanities Courses,CCAA | Contemporary Chinese Art Award,English,https://www.classcentral.com/course/iversity-ccaa-contemporary-chinese-art-award-5399
Humanities Courses,Shakespeare On the Page and in Performance: Young Love,English,https://www.classcentral.com/course/edx-shakespeare-on-the-page-and-in-performance-young-love-6039
Humanities Courses,"Visualizing Postwar Tokyo, Part 1",English,https://www.classcentral.com/course/edx-visualizing-postwar-tokyo-part-1-1842
Health & Medicine Courses,Focused Bedside TTE and Ultrasound,English,https://www.classcentral.com/course/stanford-openedx-focused-bedside-tte-and-ultrasound-6939
Health & Medicine Courses,Pragmatic Randomized Controlled Trials in Health Care,English,https://www.classcentral.com/course/edx-pragmatic-randomized-controlled-trials-in-health-care-1840
Health & Medicine Courses,eHealth – Opportunities and Challenges,English,https://www.classcentral.com/course/edx-ehealth-opportunities-and-challenges-3081
Health & Medicine Courses,Managing Addiction: A Framework for Successful Treatment,English,https://www.classcentral.com/course/edx-managing-addiction-a-framework-for-successful-treatment-3891
Science Courses,Introduction to Biostatistics for Big Data Applications,English,https://www.classcentral.com/course/edx-introduction-to-biostatistics-for-big-data-applications-6843
Humanities Courses,"Visualizing Postwar Tokyo, Part 2",English,https://www.classcentral.com/course/edx-visualizing-postwar-tokyo-part-2-1843
Humanities Courses,Sports Concussion Education,English,https://www.classcentral.com/course/canvas-network-sports-concussion-education-5980
Humanities Courses,Shakespeare On the Page and in Performance: Tragic Love,English,https://www.classcentral.com/course/edx-shakespeare-on-the-page-and-in-performance-tragic-love-6037
Humanities Courses,HealthPro Advantage: Anti-Doping Education for the Health Professional,English,https://www.classcentral.com/course/stanford-openedx-healthpro-advantage-anti-doping-education-for-the-health-professional-10465
Humanities Courses,Martin Luther King’s Letter from Birmingham Jail,English,https://www.classcentral.com/course/acumen-martin-luther-king-s-letter-from-birmingham-jail-3141
Health & Medicine Courses,To Prescribe or Not To Prescribe? Antibiotics and Outpatient Infections,English,https://www.classcentral.com/course/stanford-openedx-to-prescribe-or-not-to-prescribe-antibiotics-and-outpatient-infections-10463
Health & Medicine Courses,Behavioral Medicine: A Key to Better Health,English,https://www.classcentral.com/course/edx-behavioral-medicine-a-key-to-better-health-1835
Health & Medicine Courses,Training healthcare teams in intercultural communication and patient safety,English,https://www.classcentral.com/course/open-education-by-blackboard-training-healthcare-teams-in-intercultural-communication-and-patient-safety-9021
Health & Medicine Courses,EMS Biosafety Transport for Operators,English,https://www.classcentral.com/course/canvas-network-ems-biosafety-transport-for-operators-8060
Health & Medicine Courses,Clinical Biosafety Awareness,English,https://www.classcentral.com/course/canvas-network-clinical-biosafety-awareness-8069
Science Courses,Human Spaceflight - An introduction,English,https://www.classcentral.com/course/edx-human-spaceflight-an-introduction-5926
Science Courses,"Charles Darwin, Evolution, and Tropical Australia",English,https://www.classcentral.com/course/open-education-by-blackboard-charles-darwin-evolution-and-tropical-australia-6148
Science Courses,Atomic and Optical Physics: Quantum States and Dynamics of Photons,English,https://www.classcentral.com/course/edx-atomic-and-optical-physics-quantum-states-and-dynamics-of-photons-8066
Humanities Courses,PredictionX: John Snow and the Cholera Outbreak of 1854,English,https://www.classcentral.com/course/edx-predictionx-john-snow-and-the-cholera-outbreak-of-1854-7159
Humanities Courses,Ethics of Sports: Do Sports Morally Matter?,English,https://www.classcentral.com/course/edx-ethics-of-sports-do-sports-morally-matter-6545
Humanities Courses,Living at the Nuclear Brink: Yesterday and Today,English,https://www.classcentral.com/course/stanford-openedx-living-at-the-nuclear-brink-yesterday-and-today-7077
Mathematics Courses,Survival Statistics: Secrets for Demystifying Numbers,English,https://www.classcentral.com/course/survival-statistics-secrets-for-demystifying-numb-13800
Health & Medicine Courses,Parasitic Worms: Life Stories,English,https://www.classcentral.com/course/canvas-network-parasitic-worms-life-stories-5959
Health & Medicine Courses,The Science and Politics of the GMO,English,https://www.classcentral.com/course/edx-the-science-and-politics-of-the-gmo-6501
Health & Medicine Courses,The Body Matters,English,https://www.classcentral.com/course/edx-the-body-matters-2690
Health & Medicine Courses,Introduction to the Science of Cancer,English,https://www.classcentral.com/course/canvas-network-introduction-to-the-science-of-cancer-4022
Health & Medicine Courses,Managing Atrial Fibrillation,English,https://www.classcentral.com/course/stanford-openedx-managing-atrial-fibrillation-10462
Science Courses,Sensing Planet Earth – from Core to Outer Space,English,https://www.classcentral.com/course/edx-sensing-planet-earth-from-core-to-outer-space-5241
Science Courses,Mother Mother Ocean-MMO 101,English,https://www.classcentral.com/course/canvas-network-mother-mother-ocean-mmo-101-8034
Science Courses,Fundamentals of Biomedical Imaging : Magnetic Resonance Imaging (MRI),English,https://www.classcentral.com/course/edx-fundamentals-of-biomedical-imaging-magnetic-resonance-imaging-mri-7058
Science Courses,"Fundamentals of Biomedical Imaging: Ultrasounds, X-ray, positron emission tomography (PET) and applications",English,https://www.classcentral.com/course/edx-fundamentals-of-biomedical-imaging-ultrasounds-x-ray-positron-emission-tomography-pet-and-applications-7074
Humanities Courses,The Journey of Writing and Scripts in Egypt,English,https://www.classcentral.com/course/edx-the-journey-of-writing-and-scripts-in-egypt-7815
Humanities Courses,"Question Reality! Science, philosophy, and the search for meaning",English,https://www.classcentral.com/course/edx-question-reality-science-philosophy-and-the-search-for-meaning-6851
Humanities Courses,Deciphering Secrets: Unlocking the Manuscripts of Medieval Burgos (Spain),English,https://www.classcentral.com/course/edx-deciphering-secrets-unlocking-the-manuscripts-of-medieval-burgos-spain-6335
Humanities Courses,2017 From Mao to Now: On Chinese Marxism,English,https://www.classcentral.com/course/edx-2017-from-mao-to-now-on-chinese-marxism-8067
Mathematics Courses,Introduction to Dynamical Systems and Chaos,English,https://www.classcentral.com/course/complexity-explorer-introduction-to-dynamical-systems-and-chaos-1182
Mathematics Courses,"Precalculus: the Mathematics of Numbers, Functions and Equations",English,https://www.classcentral.com/course/precalculus-8988
Mathematics Courses,Why Numbers Matter: Quantitative Research,English,https://www.classcentral.com/course/quantitative-research-10578
Health & Medicine Courses,Interprofessional Education for 21st Century Care,English,https://www.classcentral.com/course/stanford-openedx-interprofessional-education-for-21st-century-care-8983
Health & Medicine Courses,"The Future of Obamacare: Repeal, Repair, or Replace?",English,https://www.classcentral.com/course/edx-the-future-of-obamacare-repeal-repair-or-replace-8261
Health & Medicine Courses,Unconscious Bias in Medicine,English,https://www.classcentral.com/course/stanford-openedx-unconscious-bias-in-medicine-10455
Health & Medicine Courses,HIV: Pre-exposure Prophylaxis - PrEP,English,https://www.classcentral.com/course/iversity-hiv-pre-exposure-prophylaxis-prep-8931
Science Courses,Atomic and Optical Physics: Atom-Photon Interactions,English,https://www.classcentral.com/course/edx-atomic-and-optical-physics-atom-photon-interactions-8112
Science Courses,Cellular Solids Part 2: Cellular Solids in Medicine,English,https://www.classcentral.com/course/edx-cellular-solids-part-2-cellular-solids-in-medicine-5177
Science Courses,Introduction to Astrophysics,English,https://www.classcentral.com/course/edx-introduction-to-astrophysics-8283
Humanities Courses,Women Have Always Worked: The U.S. Experience 1700 - 1920,English,https://www.classcentral.com/course/edx-women-have-always-worked-the-u-s-experience-1700-1920-8110
Humanities Courses,Democratic to Authoritarian Rule,English,https://www.classcentral.com/course/edx-democratic-to-authoritarian-rule-8259
Health & Medicine Courses,Introduction to Pharmacy,English,https://www.classcentral.com/course/canvas-network-introduction-to-pharmacy-499
Health & Medicine Courses,Current Topics in Nutrient Management,English,https://www.classcentral.com/course/canvas-network-current-topics-in-nutrient-management-8691
Health & Medicine Courses,Vona du Toit Model of Creative Ability,English,https://www.classcentral.com/course/open-education-by-blackboard-vona-du-toit-model-of-creative-ability-9018
Health & Medicine Courses,Artful Medicine,English,https://www.classcentral.com/course/edx-artful-medicine-8541
Science Courses,Atomic and Optical Physics: Optical Bloch Equations and Open System Dynamics,English,https://www.classcentral.com/course/edx-atomic-and-optical-physics-optical-bloch-equations-and-open-system-dynamics-8113
Science Courses,Atomic and Optical Physics: Light Forces and Laser Cooling,English,https://www.classcentral.com/course/edx-atomic-and-optical-physics-light-forces-and-laser-cooling-8288
Science Courses,Atomic and Optical Physics: Ultracold Atoms and Ions for Many-body Physics and Quantum Information Science,English,https://www.classcentral.com/course/edx-atomic-and-optical-physics-ultracold-atoms-and-ions-for-many-body-physics-and-quantum-information-science-8286
Science Courses,Stand Up for Science: Practical Approaches to Discussing Science that Matters,English,https://www.classcentral.com/course/edx-stand-up-for-science-practical-approaches-to-discussing-science-that-matters-8262
Science Courses,Climate Change: The Science,English,https://www.classcentral.com/course/edx-climate-change-the-science-4001
Humanities Courses,The Great War and Modern Philosophy,English,https://www.classcentral.com/course/edx-the-great-war-and-modern-philosophy-3877
Humanities Courses,Supporting English Learners: Resources for Leaders,English,https://www.classcentral.com/course/stanford-openedx-supporting-english-learners-resources-for-leaders-8982
Humanities Courses,Ethics in Life Sciences and Healthcare: Exploring Bioethics through Manga – Part 2,English,https://www.classcentral.com/course/edx-ethics-in-life-sciences-and-healthcare-exploring-bioethics-through-manga-part-2-7587
Humanities Courses,Modern Literature of Alexandria,English,https://www.classcentral.com/course/edx-modern-literature-of-alexandria-8588
Humanities Courses,English for Doing Business in Asia - Writing,English,https://www.classcentral.com/course/edx-english-for-doing-business-in-asia-writing-2979
Health & Medicine Courses,The Immune System: New Developments in Research - Part 1,English,https://www.classcentral.com/course/edx-the-immune-system-new-developments-in-research-part-1-3215
Health & Medicine Courses,Healthy Ageing in 6 Steps: Let your environment do the work,English,https://www.classcentral.com/course/edx-healthy-ageing-in-6-steps-let-your-environment-do-the-work-7490
Health & Medicine Courses,Clinical Biosafety Awareness for Public Health Professionals,English,https://www.classcentral.com/course/canvas-network-clinical-biosafety-awareness-for-public-health-professionals-9027
Health & Medicine Courses,Intermediate Level Biosafety Training for Public Health Professionals,English,https://www.classcentral.com/course/canvas-network-intermediate-level-biosafety-training-for-public-health-professionals-9028
Science Courses,Invisible Hunger: Food Insecurity and Food Banks,English,https://www.classcentral.com/course/canvas-network-invisible-hunger-food-insecurity-and-food-banks-8454
Science Courses,Demystifying Biomedical Big Data: A User’s Guide,English,https://www.classcentral.com/course/edx-demystifying-biomedical-big-data-a-user-s-guide-7871
Science Courses,Electronic Materials and Devices,English,https://www.classcentral.com/course/edx-electronic-materials-and-devices-3211
Science Courses,The Quantum World,English,https://www.classcentral.com/course/edx-the-quantum-world-8358
Humanities Courses,English for Doing Business in Asia - Speaking,English,https://www.classcentral.com/course/edx-english-for-doing-business-in-asia-speaking-2071
Humanities Courses,Women Have Always Worked: The U.S. Experience 1920 - 2016,English,https://www.classcentral.com/course/edx-women-have-always-worked-the-u-s-experience-1920-2016-8523
Humanities Courses,Ancient Egyptian Civilization,English,https://www.classcentral.com/course/edx-ancient-egyptian-civilization-6014
Health & Medicine Courses,Dementia and Diversity in Primary Care: South Asian Populations,English,https://www.classcentral.com/course/stanford-openedx-dementia-and-diversity-in-primary-care-south-asian-populations-10457
Health & Medicine Courses,Exotic Tumor Database Training,English,https://www.classcentral.com/course/stanford-openedx-exotic-tumor-database-training-9503
Health & Medicine Courses,Staying Fit,English,https://www.classcentral.com/course/stanford-openedx-staying-fit-9502
Science Courses,Sensing Planet Earth – Water and Ice,English,https://www.classcentral.com/course/edx-sensing-planet-earth-water-and-ice-5240
Science Courses,Hábitos de consumo sostenible: Motor de innovación,English,https://www.classcentral.com/course/edx-habitos-de-consumo-sostenible-motor-de-innovacion-6590
Science Courses,Principios ecológicos para la comprensión de la sostenibilidad ambiental,English,https://www.classcentral.com/course/edx-principios-ecologicos-para-la-comprension-de-la-sostenibilidad-ambiental-6840
Humanities Courses,The Ethics of Memory,English,https://www.classcentral.com/course/edx-the-ethics-of-memory-8538
Humanities Courses,Journalism for Social Change,English,https://www.classcentral.com/course/edx-journalism-for-social-change-2820
Humanities Courses,Culture of Services: New Perspective on Customer Relations,English,https://www.classcentral.com/course/edx-culture-of-services-new-perspective-on-customer-relations-5205
Health & Medicine Courses,The Science and Practice of Yoga,English,https://www.classcentral.com/course/edx-the-science-and-practice-of-yoga-8393
Health & Medicine Courses,Readings in Global Health,English,https://www.classcentral.com/course/edx-readings-in-global-health-5178
Science Courses,New Ideas About Dark Matter,English,https://www.classcentral.com/course/world-science-u-new-ideas-about-dark-matter-8893
Science Courses,100 Years of Gravitational Waves,English,https://www.classcentral.com/course/world-science-u-100-years-of-gravitational-waves-8894
Data Science Courses,Learning Analytics Fundamentals,English,https://www.classcentral.com/course/edx-learning-analytics-fundamentals-9283
Humanities Courses,Minds and Machines,English,https://www.classcentral.com/course/edx-minds-and-machines-4504
Humanities Courses,California Leadership for English Learner Success,English,https://www.classcentral.com/course/independent-california-leadership-for-english-learner-success-10456
Humanities Courses,Crossing The Line: Tackling Manipulation of Competitions,English,https://www.classcentral.com/course/independent-crossing-the-line-tackling-manipulation-of-competitions-9541
Health & Medicine Courses,Disaster Medicine Training,English,https://www.classcentral.com/course/stanford-openedx-disaster-medicine-training-9741
Health & Medicine Courses,Healthcare in India: Strategic Perspectives,English,https://www.classcentral.com/course/edx-healthcare-in-india-strategic-perspectives-5298
Health & Medicine Courses,Remote Food Security Monitoring,English,https://www.classcentral.com/course/independent-remote-food-security-monitoring-9858
Health & Medicine Courses,Hepatitis C Basics,English,https://www.classcentral.com/course/canvas-network-hepatitis-c-basics-9949
Science Courses,Exploring the Warped Universe,English,https://www.classcentral.com/course/world-science-u-exploring-the-warped-universe-8895
Science Courses,Musculoskeletal Primer for the Non-Orthopedist,English,https://www.classcentral.com/course/stanford-openedx-musculoskeletal-primer-for-the-non-orthopedist-10461
Science Courses,Introductory e-Course on Climate Change,English,https://www.classcentral.com/course/independent-introductory-e-course-on-climate-change-9069
Data Science Courses,Social Network Analysis (SNA),English,https://www.classcentral.com/course/edx-social-network-analysis-sna-9134
Data Science Courses,Big Data: from Data to Decisions,English,https://www.classcentral.com/course/big-data-decisions-5420
Data Science Courses,Cluster Analyses,English,https://www.classcentral.com/course/edx-cluster-analyses-9284
Humanities Courses,Language Revival:  Securing the Future of Endangered Languages,English,https://www.classcentral.com/course/edx-language-revival-securing-the-future-of-endangered-languages-3437
Humanities Courses,China Humanities: The Individual in Chinese Culture,English,https://www.classcentral.com/course/edx-china-humanities-the-individual-in-chinese-culture-9256
Humanities Courses,Poetry in America: Whitman,English,https://www.classcentral.com/course/edx-poetry-in-america-whitman-2816
Health & Medicine Courses,Preventing the Sexual Transmission of HIV,English,https://www.classcentral.com/course/canvas-network-preventing-the-sexual-transmission-of-hiv-9952
Health & Medicine Courses,Know HBV And HCV - - - - Hiểu Rõ Về Viêm Gan B Và C (English & Vietnamese),English,https://www.classcentral.com/course/stanford-openedx-know-hbv-and-hcv-hieu-ro-ve-viem-gan-b-va-c-english-vietnamese-10454
Science Courses,Children and Climate Change,English,https://www.classcentral.com/course/independent-children-and-climate-change-9091
Science Courses,From Atoms to Materials: Predictive Theory and Simulations,English,https://www.classcentral.com/course/edx-from-atoms-to-materials-predictive-theory-and-simulations-8729
Science Courses,Cities and Climate Change,English,https://www.classcentral.com/course/independent-cities-and-climate-change-9304
Science Courses,Human Health and Climate Change,English,https://www.classcentral.com/course/independent-human-health-and-climate-change-9305
Data Science Courses,Big Data: Statistical Inference and Machine Learning,English,https://www.classcentral.com/course/big-data-machine-learning-5421
Data Science Courses,Using Data to Provide Personalized Student Support,English,https://www.classcentral.com/course/edx-using-data-to-provide-personalized-student-support-9287
Data Science Courses,Interactomics,English,https://www.classcentral.com/course/swayam-interactomics-7979
Data Science Courses,Feature Engineering for Improving Learning Environments,English,https://www.classcentral.com/course/edx-feature-engineering-for-improving-learning-environments-9286
Humanities Courses,Poetry in America: The Civil War and Its Aftermath,English,https://www.classcentral.com/course/edx-poetry-in-america-the-civil-war-and-its-aftermath-3355
Humanities Courses,Poetry in America: Modernism,English,https://www.classcentral.com/course/edx-poetry-in-america-modernism-5346
Health & Medicine Courses,Death 101: Shaping the Future of Global Health,English,https://www.classcentral.com/course/edx-death-101-shaping-the-future-of-global-health-3209
Health & Medicine Courses,Pediatric HIV Nursing,English,https://www.classcentral.com/course/edx-pediatric-hiv-nursing-11350
Health & Medicine Courses,Fighting HIV with Antiretroviral Therapy: Implementing the Treat-All Approach,English,https://www.classcentral.com/course/edx-fighting-hiv-with-antiretroviral-therapy-implementing-the-treat-all-approach-11351
Science Courses,"Chemistry II: Stoichiometry, Bonding, and Thermochemistry",English,https://www.classcentral.com/course/canvas-network-chemistry-ii-stoichiometry-bonding-and-thermochemistry-6284
Science Courses,Bipedalism: The Science of Upright Walking,English,https://www.classcentral.com/course/edx-bipedalism-the-science-of-upright-walking-8493
Science Courses,"Earth's Environment: Soil, Water, and Air",English,https://www.classcentral.com/course/canvas-network-earth-s-environment-soil-water-and-air-9467
Science Courses,"Life on Earth: Biomes, Climates, Ecology, and Evolution ",English,https://www.classcentral.com/course/canvas-network-life-on-earth-biomes-climates-ecology-and-evolution-9470
Data Science Courses,Big Data: Mathematical Modelling,English,https://www.classcentral.com/course/big-data-mathematical-modelling-5422
Data Science Courses,"Big Data, Cloud Computing, & CDN Emerging Technologies",English,https://www.classcentral.com/course/coursera-big-data-cloud-computing-cdn-emerging-technologies-3931
Data Science Courses,Learn to Code for Data Analysis,English,https://www.classcentral.com/course/futurelearn-learn-to-code-for-data-analysis-3997
Health & Medicine Courses,Antimicrobial Stewardship: Improving Clinical Outcomes By Optimization of Antibiotic Practices (CME),English,https://www.classcentral.com/course/stanford-openedx-antimicrobial-stewardship-improving-clinical-outcomes-by-optimization-of-antibiotic-practices-cme-13452
Health & Medicine Courses,Essentials of Lifestyle Medicine and Population Health,English,https://www.classcentral.com/course/edx-essentials-of-lifestyle-medicine-and-population-health-11347
Science Courses,"Electricity and Magnetism, Part 1",English,https://www.classcentral.com/course/edx-electricity-and-magnetism-part-1-3032
Science Courses,The Climate-Energy Challenge,English,https://www.classcentral.com/course/edx-the-climate-energy-challenge-9626
Science Courses,"Human Reproduction: Sex, Science and Society",English,https://www.classcentral.com/course/edx-human-reproduction-sex-science-and-society-9564
Data Science Courses,Big Data: Data Visualisation,English,https://www.classcentral.com/course/big-data-visualisation-5423
Data Science Courses,Data Science for Healthcare: Using Real World Evidence,English,https://www.classcentral.com/course/futurelearn-data-science-for-healthcare-using-real-world-evidence-11725
Data Science Courses,Big Data for Better Performance,English,https://www.classcentral.com/course/open2study-big-data-for-better-performance-893
Programming Courses,Networking for Web Developers,English,https://www.classcentral.com/course/udacity-networking-for-web-developers-5965
Science Courses,From ABC to ABSeas: Ocean Literacy for all,English,https://www.classcentral.com/course/emma-from-abc-to-abseas-ocean-literacy-for-all-9545
Science Courses,Plasma Physics: Introduction,English,https://www.classcentral.com/course/edx-plasma-physics-introduction-7014
Science Courses,Plasma Physics: Applications,English,https://www.classcentral.com/course/edx-plasma-physics-applications-7015
Science Courses,Molecular Epidemiology,English,https://www.classcentral.com/course/canvas-network-molecular-epidemiology-10393
Data Science Courses,The Power of Data in Health and Social Care,English,https://www.classcentral.com/course/data-for-health-and-care-10624
Data Science Courses,Data Analysis & Decision Making - II,English,https://www.classcentral.com/course/swayam-data-analysis-decision-making-ii-12993
Data Science Courses,Big Data Computing,English,https://www.classcentral.com/course/swayam-big-data-computing-12942
Programming Courses,SPARK 2014,English,https://www.classcentral.com/course/independent-spark-2014-5969
Programming Courses,Mobile Application Experiences Part 3: Building Mobile Apps,English,https://www.classcentral.com/course/edx-mobile-application-experiences-part-3-building-mobile-apps-5633
Programming Courses,Engagement & Monetization | Mobile Games,English,https://www.classcentral.com/course/udacity-engagement-monetization-mobile-games-6016
Science Courses,Synchrotrons and X-Ray Free Electron Lasers,English,https://www.classcentral.com/course/edx-synchrotrons-and-x-ray-free-electron-lasers-10265
Science Courses,Medical Genomics 101,English,https://www.classcentral.com/course/edx-medical-genomics-101-7826
Science Courses,Mastering Quantum Mechanics Part 1: Wave Mechanics,English,https://www.classcentral.com/course/edx-mastering-quantum-mechanics-part-1-wave-mechanics-5627
Science Courses,Essential Human Biology: Cells and Tissues,English,https://www.classcentral.com/course/edx-essential-human-biology-cells-and-tissues-3027
Data Science Courses,Advanced Machine Learning,English,https://www.classcentral.com/course/advanced-machine-learning-10341
Data Science Courses,การวิเคราะห์เชิงลึกอภิมหาข้อมูล(Big Data Analysis),English,https://www.classcentral.com/course/thaimooc---------big-data-analysis-15111
Data Science Courses,Python for Data Science,English,https://www.classcentral.com/course/python-for-applied-data-science-11194
Programming Courses,Front End Frameworks,English,https://www.classcentral.com/course/udacity-front-end-frameworks-6110
Programming Courses,Mobile Application Experiences Part 4: Understanding Use,English,https://www.classcentral.com/course/edx-mobile-application-experiences-part-4-understanding-use-5631
Programming Courses,Build Your Own SAP Fiori App in the Cloud,English,https://www.classcentral.com/course/opensap-build-your-own-sap-fiori-app-in-the-cloud-3250
Programming Courses,Intro to Backend,English,https://www.classcentral.com/course/udacity-intro-to-backend-6273
Science Courses,Farm to Table Food Safety,English,https://www.classcentral.com/course/canvas-network-farm-to-table-food-safety-10670
Science Courses,#EarthOptimism,English,https://www.classcentral.com/course/edx-earthoptimism-11349
Science Courses,Mastering Quantum Mechanics Part 2: Quantum Dynamics,English,https://www.classcentral.com/course/edx-mastering-quantum-mechanics-part-2-quantum-dynamics-5626
Data Science Courses,Introduction to Data Science with Google Analytics: Bridging Business and Technical Experts,English,https://www.classcentral.com/course/data-science-google-analytics-11667
Data Science Courses,Data Analysis & Decision Making - III,English,https://www.classcentral.com/course/swayam-data-analysis-decision-making-iii-13981
Data Science Courses,Scalable Data Science,English,https://www.classcentral.com/course/swayam-scalable-data-science-14279
Data Science Courses,Data Science for Healthcare: Using Real World Evidence,English,https://www.classcentral.com/course/data-science-healthcare-13154
Programming Courses,Objective-C for Swift Developers,English,https://www.classcentral.com/course/udacity-objective-c-for-swift-developers-6312
Programming Courses,Mobile Application Experiences Part 5: Reporting Research Findings,English,https://www.classcentral.com/course/edx-mobile-application-experiences-part-5-reporting-research-findings-5632
Programming Courses,Programming in Scratch,English,https://www.classcentral.com/course/edx-programming-in-scratch-2954
Data Science Courses,Data Mining,English,https://www.classcentral.com/course/swayam-data-mining-13982
Data Science Courses,"Practitioners Course In Descriptive,Predictive And Prescriptive Analytics",English,https://www.classcentral.com/course/swayam-practitioners-course-in-descriptive-predictive-and-prescriptive-analytics-9899
Data Science Courses,Delivering Research Data Management Services,English,https://www.classcentral.com/course/delivering-research-data-management-services-13856
Programming Courses,Google Maps APIs,English,https://www.classcentral.com/course/udacity-google-maps-apis-6477
Programming Courses,Concurrency,English,https://www.classcentral.com/course/independent-concurrency-6493
Programming Courses,The Computing Technology Inside Your Smartphone,English,https://www.classcentral.com/course/edx-the-computing-technology-inside-your-smartphone-2809
Data Science Courses,Introduction to R for Data Science,English,https://www.classcentral.com/course/data-science-8118
Data Science Courses,Introduction to Process Mining with ProM,English,https://www.classcentral.com/course/process-mining-5419
Data Science Courses,Introduction to Data Exploration and Visualization,English,https://www.classcentral.com/course/intro-to-data-exploration-11220
Programming Courses,Client-Server Communication,English,https://www.classcentral.com/course/udacity-client-server-communication-6527
Programming Courses,Web Accessibility,English,https://www.classcentral.com/course/udacity-web-accessibility-6531
Programming Courses,Intro to Progressive Web Apps,English,https://www.classcentral.com/course/udacity-intro-to-progressive-web-apps-6548
Data Science Courses,Data Management in the Cloud,English,https://www.classcentral.com/course/data-management-cloud-11301
Data Science Courses,Additional Tools Used for Data Visualization,English,https://www.classcentral.com/course/data-visualization-tools-11303
Data Science Courses,Big Data Tools,English,https://www.classcentral.com/course/bigdata-tools-11307
Programming Courses,Android Basics: Multiscreen Apps,English,https://www.classcentral.com/course/udacity-android-basics-multiscreen-apps-6549
Programming Courses,Developing Windows 10 Universal Apps – Part 3,English,https://www.classcentral.com/course/edx-developing-windows-10-universal-apps-part-3-4559
Programming Courses,Developing Windows 10 Universal Apps – Part 2,English,https://www.classcentral.com/course/edx-developing-windows-10-universal-apps-part-2-4560
Data Science Courses,Temporal and Hierarchical Data Analysis,English,https://www.classcentral.com/course/temporal-and-hierarchical-analysis-11305
