subject_name,course_name,course_institution,course_provider,course_duration_raw,course_start,certificate,flexible deadline,language,rank,absolute_course_url
Computer Science Courses,Sequence Models,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""deeplearning.ai"",
                                      ""institutionId"": ""1177"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Sequence Models"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""9055""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""deeplearning.ai"",
                                      ""institutionId"": ""1177"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Sequence Models"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""9055""
                                    }}",Quick View,1/27/2020,1,1,English,19,https://www.classcentral.com/course/nlp-sequence-models-9055
Computer Science Courses,Cloud Computing Concepts: Part 2,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of Illinois at Urbana-Champaign"",
                                      ""institutionId"": ""17"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Cloud Computing Concepts: Part 2"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""2942""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of Illinois at Urbana-Champaign"",
                                      ""institutionId"": ""17"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Cloud Computing Concepts: Part 2"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""2942""
                                    }}","4-8 hours a week
                              ,                              5 weeks long
                            ",1/20/2020,1,,English,20,https://www.classcentral.com/course/cloudcomputing2-2942
Computer Science Courses,Machine Learning: Clustering & Retrieval,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of Washington"",
                                      ""institutionId"": ""15"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Machine Learning: Clustering & Retrieval"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""4313""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of Washington"",
                                      ""institutionId"": ""15"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Machine Learning: Clustering & Retrieval"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""4313""
                                    }}",Quick View,1/20/2020,1,1,English,21,https://www.classcentral.com/course/ml-clustering-and-retrieval-4313
Computer Science Courses,Introduction to Software Product Management,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of Alberta"",
                                      ""institutionId"": ""128"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Introduction to Software Product Management"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""4196""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of Alberta"",
                                      ""institutionId"": ""128"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Introduction to Software Product Management"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""4196""
                                    }}",Quick View,1/27/2020,1,1,English,22,https://www.classcentral.com/course/introduction-to-software-product-managem-4196
Computer Science Courses,Principles of Computing (Part 2),"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Rice University"",
                                      ""institutionId"": ""13"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Principles of Computing (Part 2)"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""3198""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Rice University"",
                                      ""institutionId"": ""13"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Principles of Computing (Part 2)"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""3198""
                                    }}","7-10 hours a week
                              ,                              4 weeks long
                            ",2/3/2020,1,,English,23,https://www.classcentral.com/course/principlescomputing2-3198
Computer Science Courses,Algorithmic Thinking (Part 2),"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Rice University"",
                                      ""institutionId"": ""13"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Algorithmic Thinking (Part 2)"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""3200""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Rice University"",
                                      ""institutionId"": ""13"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Algorithmic Thinking (Part 2)"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""3200""
                                    }}","7-10 hours a week
                              ,                              4 weeks long
                            ",2/3/2020,1,,English,24,https://www.classcentral.com/course/algorithmicthink2-3200
Computer Science Courses,Client Needs and Software Requirements ,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of Alberta"",
                                      ""institutionId"": ""128"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Client Needs and Software Requirements "",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""4302""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of Alberta"",
                                      ""institutionId"": ""128"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Client Needs and Software Requirements "",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""4302""
                                    }}",Quick View,1/27/2020,1,0,English,25,https://www.classcentral.com/course/client-needs-and-software-requirements-4302
Computer Science Courses,Introduction to Internet of Things,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Indian Institute of Technology, Kharagpur"",
                                      ""institutionId"": ""906"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Introduction to Internet of Things"",
                                      ""provider"": ""Swayam"",
                                      ""providerId"": ""162"",
                                      ""courseId"": ""10093""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Indian Institute of Technology, Kharagpur"",
                                      ""institutionId"": ""906"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Introduction to Internet of Things"",
                                      ""provider"": ""Swayam"",
                                      ""providerId"": ""162"",
                                      ""courseId"": ""10093""
                                    }}",Quick View,1/27/2020,1,,English,26,https://www.classcentral.com/course/swayam-introduction-to-internet-of-things-10093
Computer Science Courses,Machine Learning with Python,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""IBM"",
                                      ""institutionId"": ""681"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Machine Learning with Python"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""11714""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""IBM"",
                                      ""institutionId"": ""681"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Machine Learning with Python"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""11714""
                                    }}","5-6 hours a week
                              ,                              6 weeks long
                            ",1/27/2020,1,,English,27,https://www.classcentral.com/course/machine-learning-with-python-11714
Computer Science Courses,How Google does Machine Learning,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Google Cloud"",
                                      ""institutionId"": ""1107"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""How Google does Machine Learning"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""10446""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Google Cloud"",
                                      ""institutionId"": ""1107"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""How Google does Machine Learning"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""10446""
                                    }}","8-10 hours a week
                              ,                              1 weeks long
                            ",1/13/2020,1,,English,28,https://www.classcentral.com/course/google-machine-learning-10446
Computer Science Courses,Software Processes and Agile Practices,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of Alberta"",
                                      ""institutionId"": ""128"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Software Processes and Agile Practices"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""4187""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of Alberta"",
                                      ""institutionId"": ""128"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Software Processes and Agile Practices"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""4187""
                                    }}",Quick View,1/27/2020,1,0,English,29,https://www.classcentral.com/course/software-processes-and-agile-practices-4187
Computer Science Courses,Interfacing with the Arduino,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of California, Irvine"",
                                      ""institutionId"": ""23"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Interfacing with the Arduino"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""4325""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of California, Irvine"",
                                      ""institutionId"": ""23"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Interfacing with the Arduino"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""4325""
                                    }}",Quick View,1/27/2020,1,0,English,30,https://www.classcentral.com/course/interface-with-arduino-4325
Computer Science Courses,Software Security ,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of Maryland, College Park"",
                                      ""institutionId"": ""22"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Software Security "",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""1728""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of Maryland, College Park"",
                                      ""institutionId"": ""22"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Software Security "",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""1728""
                                    }}","3-5 hours a week
                              ,                              6 weeks long
                            ",2/3/2020,1,,English,31,https://www.classcentral.com/course/software-security-1728
Computer Science Courses,Cryptography,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of Maryland, College Park"",
                                      ""institutionId"": ""22"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Cryptography"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""1730""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of Maryland, College Park"",
                                      ""institutionId"": ""22"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Cryptography"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""1730""
                                    }}","3-5 hours a week
                              ,                              5 weeks long
                            ",1/20/2020,1,,English,32,https://www.classcentral.com/course/cryptography-1730
Computer Science Courses,"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Administrative/IT Perspective)","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Columbia University"",
                                      ""institutionId"": ""33"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Administrative/IT Perspective)"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""8099""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Columbia University"",
                                      ""institutionId"": ""33"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Administrative/IT Perspective)"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""8099""
                                    }}",Quick View,1/27/2020,1,0,English,33,https://www.classcentral.com/course/hi-five-admin-it-8099
Computer Science Courses,Data Communications and Network Services,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Cisco"",
                                      ""institutionId"": ""1187"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Data Communications and Network Services"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""9160""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Cisco"",
                                      ""institutionId"": ""1187"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Data Communications and Network Services"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""9160""
                                    }}","2-4 hours a week
                              ,                              4 weeks long
                            ",1/27/2020,1,,English,34,https://www.classcentral.com/course/data-communication-network-services-9160
Computer Science Courses,Introduction to Cisco Networking,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Cisco"",
                                      ""institutionId"": ""1187"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Introduction to Cisco Networking"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""9162""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Cisco"",
                                      ""institutionId"": ""1187"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Introduction to Cisco Networking"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""9162""
                                    }}","2-4 hours a week
                              ,                              4 weeks long
                            ",1/27/2020,1,,English,35,https://www.classcentral.com/course/cisco-networking-introduction-9162
Computer Science Courses,Fundamentals of Parallelism on Intel Architecture,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Intel"",
                                      ""institutionId"": ""1198"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Fundamentals of Parallelism on Intel Architecture"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""9390""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Intel"",
                                      ""institutionId"": ""1198"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Fundamentals of Parallelism on Intel Architecture"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""9390""
                                    }}",Quick View,1/27/2020,1,0,English,36,https://www.classcentral.com/course/parallelism-ia-9390
Computer Science Courses,Natural Language Processing,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Higher School of Economics"",
                                      ""institutionId"": ""232"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Natural Language Processing"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""9603""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Higher School of Economics"",
                                      ""institutionId"": ""232"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Natural Language Processing"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""9603""
                                    }}",Quick View,1/27/2020,1,0,English,37,https://www.classcentral.com/course/language-processing-9603
Computer Science Courses,Introduction to Cloud Identity,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Google Cloud"",
                                      ""institutionId"": ""1107"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Introduction to Cloud Identity"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""10785""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Google Cloud"",
                                      ""institutionId"": ""1107"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Introduction to Cloud Identity"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""10785""
                                    }}","15-30 hours a week
                              ,                              1 weeks long
                            ",1/27/2020,1,,English,38,https://www.classcentral.com/course/cloud-identity-10785
Computer Science Courses, System Administration and IT Infrastructure Services,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Google"",
                                      ""institutionId"": ""343"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": "" System Administration and IT Infrastructure Services"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""10219""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Google"",
                                      ""institutionId"": ""343"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": "" System Administration and IT Infrastructure Services"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""10219""
                                    }}","8-10 hours a week
                              ,                              6 weeks long
                            ",1/27/2020,1,,English,39,https://www.classcentral.com/course/system-administration-it-infrastructure--10219
Computer Science Courses,The Bits and Bytes of Computer Networking,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Google"",
                                      ""institutionId"": ""343"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""The Bits and Bytes of Computer Networking"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""10222""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Google"",
                                      ""institutionId"": ""343"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""The Bits and Bytes of Computer Networking"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""10222""
                                    }}","8-10 hours a week
                              ,                              6 weeks long
                            ",1/27/2020,1,,English,40,https://www.classcentral.com/course/computer-networking-10222
Computer Science Courses,The Joy of Computing using Python,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Indian Institute of Technology, Ropar"",
                                      ""institutionId"": ""1234"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""The Joy of Computing using Python"",
                                      ""provider"": ""Swayam"",
                                      ""providerId"": ""162"",
                                      ""courseId"": ""17823""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Indian Institute of Technology, Ropar"",
                                      ""institutionId"": ""1234"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""The Joy of Computing using Python"",
                                      ""provider"": ""Swayam"",
                                      ""providerId"": ""162"",
                                      ""courseId"": ""17823""
                                    }}",Quick View,1/27/2020,1,0,English,41,https://www.classcentral.com/course/swayam-the-joy-of-computing-using-python-17823
Computer Science Courses,Deep Learning through Transformative Pedagogy,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Microsoft"",
                                      ""institutionId"": ""616"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Deep Learning through Transformative Pedagogy"",
                                      ""provider"": ""edX"",
                                      ""providerId"": ""8"",
                                      ""courseId"": ""7388""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Microsoft"",
                                      ""institutionId"": ""616"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Deep Learning through Transformative Pedagogy"",
                                      ""provider"": ""edX"",
                                      ""providerId"": ""8"",
                                      ""courseId"": ""7388""
                                    }}","2-3 hours a week
                              ,                              4 weeks long
                            ",2/4/2020,1,,English,42,https://www.classcentral.com/course/edx-deep-learning-through-transformative-pedagogy-7388
Computer Science Courses,Windows Server Management and Security,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of Colorado System"",
                                      ""institutionId"": ""113"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Windows Server Management and Security"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""9320""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of Colorado System"",
                                      ""institutionId"": ""113"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Windows Server Management and Security"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""9320""
                                    }}",Quick View,1/20/2020,1,0,English,43,https://www.classcentral.com/course/windows-server-management-security-9320
Computer Science Courses,Introduction to Computer Programming ,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of London International Programmes"",
                                      ""institutionId"": ""34"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Introduction to Computer Programming "",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""12185""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of London International Programmes"",
                                      ""institutionId"": ""34"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Introduction to Computer Programming "",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""12185""
                                    }}",Quick View,1/20/2020,1,0,English,44,https://www.classcentral.com/course/introduction-to-computer-programming-12185
Computer Science Courses,How Computers Work,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of London International Programmes"",
                                      ""institutionId"": ""34"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""How Computers Work"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""12188""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of London International Programmes"",
                                      ""institutionId"": ""34"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""How Computers Work"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""12188""
                                    }}","3-5 hours a week
                              ,                              4 weeks long
                            ",1/20/2020,1,,English,45,https://www.classcentral.com/course/how-computers-work-12188
Computer Science Courses,Introduction to Blockchain Technologies,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""INSEAD"",
                                      ""institutionId"": ""1468"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Introduction to Blockchain Technologies"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""13377""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""INSEAD"",
                                      ""institutionId"": ""1468"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Introduction to Blockchain Technologies"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""13377""
                                    }}","16-16 hours a week
                              ,                              5 weeks long
                            ",1/22/2020,1,,English,46,https://www.classcentral.com/course/introduction-blockchain-technologies-13377
Computer Science Courses,Enterprise Systems,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of Minnesota"",
                                      ""institutionId"": ""50"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Enterprise Systems"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""12165""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""University of Minnesota"",
                                      ""institutionId"": ""50"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Enterprise Systems"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""12165""
                                    }}",Quick View,1/27/2020,1,0,English,47,https://www.classcentral.com/course/enterprise-systems-12165
Computer Science Courses,Practical Reinforcement Learning,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Higher School of Economics"",
                                      ""institutionId"": ""232"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Practical Reinforcement Learning"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""9924""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Higher School of Economics"",
                                      ""institutionId"": ""232"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Practical Reinforcement Learning"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""9924""
                                    }}",Quick View,1/20/2020,1,0,English,48,https://www.classcentral.com/course/practical-rl-9924
Computer Science Courses,Algorithmic Thinking (Part 1),"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Rice University"",
                                      ""institutionId"": ""13"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Algorithmic Thinking (Part 1)"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""1725""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Rice University"",
                                      ""institutionId"": ""13"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Algorithmic Thinking (Part 1)"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""1725""
                                    }}","7-10 hours a week
                              ,                              4 weeks long
                            ",2/3/2020,1,,English,49,https://www.classcentral.com/course/algorithmicthink1-1725
Data Science Courses,Whole genome sequencing of bacterial genomes - tools and applications,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Technical University of Denmark (DTU)"",
                                      ""institutionId"": ""47"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Whole genome sequencing of bacterial genomes - tools and applications"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""8907""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""Technical University of Denmark (DTU)"",
                                      ""institutionId"": ""47"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Whole genome sequencing of bacterial genomes - tools and applications"",
                                      ""provider"": ""Coursera"",
                                      ""providerId"": ""1"",
                                      ""courseId"": ""8907""
                                    }}","2-3 hours a week
                              ,                              5 weeks long
                            ",2/3/2020,1,,English,0,https://www.classcentral.com/course/wgs-bacteria-8907
Data Science Courses,Making Sense of Data in the Media,"{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""The University of Sheffield"",
                                      ""institutionId"": ""83"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Making Sense of Data in the Media"",
                                      ""provider"": ""FutureLearn"",
                                      ""providerId"": ""113"",
                                      ""courseId"": ""4925""
                                    }}","{ ""type"": ""Institution"", ""clickMetadata"": {
                                      ""institution"": ""The University of Sheffield"",
                                      ""institutionId"": ""83"",
                                      ""tableId"": ""subjectstable"",
                                      ""course"": ""Making Sense of Data in the Media"",
                                      ""provider"": ""FutureLearn"",
                                      ""providerId"": ""113"",
                                      ""courseId"": ""4925""
                                    }}","3-3 hours a week
                              ,                              3 weeks long
                            ",1/20/2020,1,,English,1,https://www.classcentral.com/course/media-data-4925
