subject_name,course_name,certificate,absolute_course_url
Mathematics Courses,Introduction to Probability and Data,1,https://www.classcentral.com/course/probability-intro-6099
Mathematics Courses,Statistics with R Capstone,1,https://www.classcentral.com/course/statistics-project-6100
Mathematics Courses,Теория вероятностей для начинающих,1,https://www.classcentral.com/course/probability-theory-basics-4466
Mathematics Courses,Комбинаторика для начинающих,1,https://www.classcentral.com/course/combinatorics-basics-4477
Engineering Courses,Material Characterization,1,https://www.classcentral.com/course/swayam-material-characterization-13029
Engineering Courses,Semiconductor Physics,1,https://www.classcentral.com/course/semiconductor-physics-12118
Engineering Courses,Immunology,1,https://www.classcentral.com/course/swayam-immunology-14117
Engineering Courses,FUNDAMENTALS OF OUTCOME-BASED CURRICULUM IN ENGINEERING EDUCATION,1,https://www.classcentral.com/course/swayam-fundamentals-of-outcome-based-curriculum-in-engineering-education-17602
Health & Medicine Courses,Introduction to the Biology of Cancer,1,https://www.classcentral.com/course/cancer-7994
Health & Medicine Courses,Pharmaceutical and Medical Device Innovations,1,https://www.classcentral.com/course/pharma-medical-device-innovations-5485
Health & Medicine Courses,An Introduction to Global Health,1,https://www.classcentral.com/course/global-health-introduction-2076
Art & Design Courses,Songwriting: Writing the Lyrics,1,https://www.classcentral.com/course/songwriting-lyrics-523
Art & Design Courses,The Music of the Beatles,1,https://www.classcentral.com/course/beatles-1135
